R-peaks Detected
6483	5214
8683	5277
10883	5303
13083	5385
15333	5387
17566	5358
19800	5329
22050	5291
24250	5296
35483	5198
37866	5183
40266	5354
42566	5261
44850	5259
47066	5233
68100	5129
71900	5111
74533	5147
76716	5309
80333	5207
84016	5143
87616	5192
91216	5128
94866	5112
98550	5159
102216	5186
106016	5221
110000	5169
114016	5112
117950	5211
121900	5267
125716	5246
129083	5169
136666	5124
140566	5244
144533	5245
148516	5199
152533	5192
156233	5220
160000	5266
163716	5239
167533	5220
171266	5149
175016	5309
178966	5298
182750	5260
186900	5248
190783	5255
194700	5380
198633	5305
202566	5167
206300	5166
209983	5208
213900	5268
218033	5166
222183	5174
226166	5212
230066	5278
233900	5277
237716	5239
241500	5239
245200	5309
249150	5282
253266	5213
257266	5258
261133	5303
264966	5286
268933	5222
272083	5077
276600	5177
280266	5193
284250	5166
288266	5172
292233	5122
296283	5140
300116	5165
303933	5107
307816	5092
311583	5169
315233	5156
319183	5273
323333	5158
327433	5140
331300	5170
335133	5160
339050	5107
342800	5065
346566	5139
350400	5239
354066	5185
358016	5204
361950	5137
365983	5209
369966	5268
373850	5318
376733	5250
381116	5209
385016	5130
388650	5254
392483	5347
396466	5346
400433	5288
404366	5218
408200	5264
411983	5215
415016	5178
419416	5213
426966	5185
430750	5213
434733	5216
438666	5181
442450	5194
446316	5351
450116	5323
453966	5220
457733	5268
461366	5386
465316	5376
469433	5305
473516	5224
477466	5299
481266	5247
485050	5202
488733	5282
491916	5285
495933	5278
499716	5178
503616	5155
507416	5225
511216	5219
514983	5202
518900	5188
521733	5369
524066	5575
527483	5276
532000	5272
536000	5264
540000	5272
543916	5211
547866	5204
551633	5297
555400	5259
559100	5212
562716	5211
566350	5297
569583	5244
573833	5197
577816	5259
581716	5337
585533	5317
588933	5263
593150	5245
597016	5317
600816	5248
604550	5168
607550	5089
612266	5209
616200	5223
620233	5276
624150	5281
627933	5320
631666	5174
635400	5162
639083	5044
642766	4931
646700	5055
650716	5203
654716	5181
658483	5154
662283	5104
666033	5217
669833	5214
673716	5204
677450	5197
681383	5172
685383	5233
689366	5247
693383	5236
697283	5223
701183	5265
705066	5235
708883	5194
712450	5132
716300	5150
720416	5183
724466	5209
728383	5190
732233	5175
736083	5139
739533	5208
743500	5242
747250	5106
751000	5271
754933	5150
758883	5197
762816	5258
766616	5244
770483	5342
774350	5324
778100	5272
781816	5281
785366	5407
789266	5415
792850	5344
797300	5318
801316	5349
805316	5379
809183	5303
811666	5368
813816	5503
816166	5398
818750	5357
822050	5370
824883	5557
827216	5723
829650	5667
831983	5549
834333	5513
836700	5395
838916	5455
841250	5439
843450	5484
845750	5382
848033	5398
850283	5471
852600	5432
854850	5274
856966	5480
859266	5440
861533	5496
863816	5431
866150	5462
868516	5416
870883	5448
873283	5478
875550	5435
877883	5457
880150	5410
882333	5397
884533	5477
886700	5454
888850	5524
891016	5454
893016	5392
895266	5470
897583	5467
899900	5516
902316	5529
904650	5404
906950	5432
909266	5370
911466	5522
913666	5540
915883	5561
918116	5535
920366	5555
922583	5511
924750	5423
926900	5399
929050	5435
931266	5447
933583	5446
935933	5492
938233	5602
940583	5506
942816	5550
945100	5411
947366	5437
949616	5429
951933	5377
954166	5269
956383	5210
958600	5255
960833	5235
962983	5261
965066	5322
967333	5453
969666	5489
972083	5403
974383	5376
976833	5402
979983	5225
983633	5229
987200	5245
990833	5220
994333	5273
998016	5297
1001733	5274
1005700	5246
1009783	5294
1013900	5389
1018033	5328
1022200	5249
1026133	5265
1030100	5224
1033866	5298
1037466	5420
1040350	5374
1045050	5452
1049116	5223
1053100	5193
1056833	5142
1060600	5209
1064233	5314
1067916	5285
1071566	5200
1074150	5360
1076383	5503
1078750	5406
1081050	5451
1083300	5582
1085650	5441
1087966	5482
1090266	5386
1092566	5367
1094850	5176
1097200	5326
1099466	5202
1101766	5325
1104100	5272
1106316	5396
1108500	5382
1110783	5525
1113100	5526
1115450	5578
1117800	5524
1120066	5511
1122416	5482
1124716	5417
1126916	5278
1129233	5273
1131483	5266
1133733	5364
1135966	5331
1138116	5409
1140333	5501
1142483	5485
1144500	5487
1146766	5500
1149033	5328
1151366	5376
1153766	5449
1156050	5414
1158383	5453
1160716	5545
1162866	5534
1165016	5565
1167200	5495
1169416	5452
1171650	5411
1173866	5292
1176016	5336
1178166	5403
1180216	5432
1182350	5490
1184700	5494
1186933	5590
1189250	5470
1191633	5437
1193883	5243
1196183	5320
1198500	5295
1200800	5388
1203166	5433
1206083	5342
1209350	5405
1212616	5323
1215716	5237
1219050	5198
1222700	5175
1226516	5298
1230566	5361
1234550	5340
1238650	5318
1242883	5300
1247000	5310
1251100	5242
1255200	5309
1259383	5313
1263550	5213
1267666	5199
1271733	5204
1275700	5200
1279483	5308
1283166	5304
1286933	5247
1290566	5272
1294416	5200
1298366	5297
1301266	5292
1305933	5295
1309733	5243
1313433	5244
1317083	5252
1320716	5372
1324316	5315
1328083	5279
1331966	5249
1335733	5325
1339516	5411
1343316	5363
1346966	5334
1350716	5370
1353766	5382
1357933	5434
1361500	5408
1365183	5372
1369066	5417
1372650	5451
1376850	5541
1380516	5634
1384166	5355
1387800	5260
1390616	5295
1394666	5481
1398350	5487
1402316	5484
1406350	5361
1410216	5268
1414016	5295
1417716	5388
1421483	5268
1425233	5242
1428850	5236
1432416	5343
1436116	5274
1440016	5349
1443616	5479
1447783	5454
1451566	5388
1455433	5352
1459083	5422
1462116	5273
1466233	5265
1469866	5370
1473783	5372
1477633	5493
1480850	5335
1485150	5405
1488850	5448
1492666	5251
1496350	5157
1500083	5210
1503650	5159
1507183	5142
1510950	5315
1514650	5361
1518366	5307
1522066	5159
1525766	5173
1529350	5259
1532883	5154
1536433	5102
1539866	5003
1543516	5045
1547283	5166
1551116	5178
1555066	5177
1558783	5089
1562450	5208
1566050	5300
1569766	5317
1573500	5224
1577016	5127
1580816	5213
1584350	5262
1588433	5191
1592283	5139
1595933	5196
1599700	5290
1603433	5277
1607016	5234
1610666	5249
1614150	5263
1617933	5361
1621883	5293
1625833	5218
1629666	5241
1633283	5278
1636950	5282
1640666	5230
1644250	5203
1647783	5283
1651483	5317
1655366	5218
1659216	5227
1662950	5227
